Date,Open,High,Low,Close,Volume,Timestamp,ma_32,ma_52,dema_13,dema_21,ema_13,ema_21,psar,psar_down,psar_down_indicator,psar_up,psar_up_indicator,TR,ATR_10,ST_10_3,STX_10_3,slow_%k,slow_%d,rsi,uo,macd,macd_diff,macd_signal,mom,WT1.,WT2.,ppo_fast,ppo_slow,ppo,cci
1970-01-01 00:26:13.128000,9197.53,9214.22,9119.0,9180.05,2649.538349,2019-11-07 12:00:00.000000,9308.815000000002,9312.261538461538,9210.467324030196,9234.583285274983,9251.790506897356,9272.803274370184,9329.067019916429,9329.067019916429,0.0,0.0,0.0,95.21999999999935,53.51602336211015,9327.15807008633,down,25.98504139662213,25.097593574333285,13.828904971369866,53.10301782486365,-20.396592005055936,-8.307899258501136,-12.0886927465548,-151.2400000000016,-61.82699217572363,-53.44370283030798,9251.132000000003,9284.430476190479,-0.35864855982139043,
1970-01-01 00:26:13.131600,9180.98,9232.2,9165.01,9202.82,2056.961066,2019-11-07 13:00:00.000000,9304.800312500003,9310.630000000001,9203.380240136685,9225.950473936087,9244.794720197735,9266.44115851835,9312.261658323114,9312.261658323114,0.0,0.0,0.0,67.19000000000051,54.88342102589918,9327.15807008633,down,29.784098756330046,26.956873453952984,28.845272825117107,51.44467787703335,-21.084943521318564,-7.197000619811011,-13.887942901507554,-175.34000000000015,-60.647342933786284,-57.94767731091448,9241.405000000004,9278.86761904762,-0.40374128164855466,1.0000000000000628
1970-01-01 00:26:13.135200,9202.82,9240.0,9184.86,9223.6,1728.3286460000002,2019-11-07 14:00:00.000000,9299.970312500003,9309.541153846156,9203.675030742743,9222.231204449923,9241.76690302663,9262.546507743953,9296.800725657266,9296.800725657266,0.0,0.0,0.0,55.13999999999942,54.90907892330921,9327.15807008633,down,39.37857045523111,31.71590353606108,39.78875113597545,54.57918536854662,-20.268010371375567,-5.104053975894409,-15.163956395481158,-166.04999999999927,-56.658580343668156,-58.95857341712737,9234.366000000005,9275.513333333334,-0.44361246493450623,1.2409551700833752
1970-01-01 00:26:13.138800,9223.62,9230.17,9186.0,9191.93,1373.656561,2019-11-07 15:00:00.000000,9293.791562500002,9307.731346153847,9195.895998723872,9213.672294094002,9234.647345451398,9256.126825221774,9282.576667604684,9282.576667604684,0.0,0.0,0.0,44.17000000000007,53.8351710309783,9327.15807008633,down,41.890133129753856,37.01760078043832,31.38202263121265,51.71505480325686,-21.01341297698491,-4.679565265202999,-16.33384771178191,-207.96999999999935,-55.203222174699555,-58.58403440696938,9223.114000000005,9270.169523809525,-0.5076015458904262,0.39484815960599223
1970-01-01 00:26:13.142400,9192.0,9234.34,9178.05,9209.29,1253.8140640000001,2019-11-07 16:00:00.000000,9287.835000000001,9306.068076923078,9194.705567062585,9209.43201864205,9231.02486752977,9251.868932019794,9269.49053419631,9269.49053419631,0.0,0.0,0.0,56.29000000000087,54.08065392788056,9327.15807008633,down,49.03950647488059,43.43607001995517,39.40274151292807,51.93360657860684,-20.419526527110065,-3.2685430522625225,-17.150983474847543,-151.48999999999978,-52.680848771473556,-56.29749855590686,9215.333000000004,9266.159523809525,-0.5485176860912171,0.6871045885369673
1970-01-01 00:26:13.146000,9209.29,9221.17,9192.58,9199.37,742.797488,2019-11-07 17:00:00.000000,9282.7909375,9305.328653846154,9191.496768963218,9204.204832164058,9226.502743596946,9247.096301836176,9257.451291460604,9257.451291460604,0.0,0.0,0.0,28.590000000000146,51.531588535092524,9327.15807008633,down,55.94649280782647,48.95871080415362,36.60821739107428,52.89964026159487,-20.20689388399842,-2.4447283273207,-17.76216555667772,-148.0099999999984,-50.76385673953772,-53.82662700734472,9209.375000000004,9261.700476190477,-0.5649661887143661,0.41958755098966644
1970-01-01 00:26:13.149600,9199.14,9215.7,9188.07,9214.27,812.837249,2019-11-07 18:00:00.000000,9278.63125,9302.806730769233,9193.25302405423,9202.430836461883,9224.755208797382,9244.112092578342,9246.375188143755,9246.375188143755,0.0,0.0,0.0,27.63000000000102,49.141429681583375,9327.15807008633,down,62.82704288613504,55.937680722947356,43.488196701378826,52.18173365891533,-19.004752942821142,-0.9940699089147387,-18.010683033906403,-154.82999999999993,-48.41653278055727,-51.766115116567,9205.248000000003,9256.659523809523,-0.5554003977059099,0.5557718841024356
1970-01-01 00:26:13.153200,9214.01,9218.94,9196.87,9201.23,727.900347,2019-11-07 19:00:00.000000,9273.3853125,9299.568653846156,9191.512659956721,9198.799428142216,9221.39446468347,9240.213720525764,9236.185173092254,9236.185173092254,0.0,0.0,0.0,22.06999999999971,46.43428671342501,9327.15807008633,down,64.86076737360125,61.21143435585424,39.22973441320846,52.31446903777254,-18.498607366022043,-0.39033946569250944,-18.108267900329533,-153.42000000000007,-46.218643889085726,-49.51997054516354,9202.767000000003,9250.187142857143,-0.5126398214954679,0.4997154240181549
1970-01-01 00:26:13.156800,9201.09,9217.99,9185.14,9196.61,686.545061,2019-11-07 20:00:00.000000,9268.4465625,9296.861346153846,9189.206623885968,9195.016533430573,9217.853826871546,9236.249745932511,9226.810359244873,9226.810359244873,0.0,0.0,0.0,32.850000000000364,45.07585804208255,9327.15807008633,down,63.824503761742356,63.837438007159534,37.733615354370144,49.36125392401442,-18.10396656116427,0.0034410713322117203,-18.107407632496482,-122.93999999999869,-45.643685987854916,-47.76067984925888,9201.628000000004,9243.404285714289,-0.45195778982479107,-0.2088493807432974
1970-01-01 00:26:13.160400,9197.75,9225.0,9101.0,9224.93,3111.67622,2019-11-07 21:00:00.000000,9265.4896875,9294.650192307694,9195.176951999578,9196.818384632268,9218.86470874704,9235.220678120464,9119.0,0.0,0.0,9119.0,1.0,124.0,52.968272237874295,9321.904816713622,down,68.88258554417664,65.85595222650673,50.862004564255976,61.14329593249409,-16.09016896567482,1.6137909334573308,-17.70395989913215,-98.71999999999935,-48.800401352641366,-47.26981600253479,9204.410000000005,9237.885238095241,-0.36236906210082087,-1.7967687964028494
